2011,1,10,1000000,0,total return ,1.13386
2011,1,11,998785,0.998785,avg,0.9963827006
2011,1,12,1002940,1.0041600545,,
2011,1,13,1004815,1.0018695037,,
2011,1,14,1009415,1.0045779571,,
2011,1,18,1011935,1.0024964955,,
2011,1,19,1031495,1.0193293047,,
2011,1,20,1031935,1.0004265653,,
2011,1,21,1030775,0.9988758982,,
2011,1,24,1046815,1.0155611069,,
2011,1,25,1053855,1.0067251616,,
2011,1,26,1052295,0.9985197205,,
2011,1,27,1052705,1.0003896246,,
2011,1,28,1029665,0.9781135266,,
2011,1,31,1039875,1.0099158464,,
2011,2,1,1056635,1.0161173218,,
2011,2,2,1056595,0.999962144,,
2011,2,3,1055505,0.9989683843,,
2011,2,4,1058775,1.0030980431,,
2011,2,7,1062765,1.0037685061,,
2011,2,8,1076175,1.0126180294,,
2011,2,9,1070495,0.994722048,,
2011,2,10,1065755,0.9955721419,,
2011,2,11,1072855,1.0066619439,,
2011,2,14,1074065,1.0011278318,,
2011,2,15,1068585,0.9948978879,,
2011,2,16,1070815,1.0020868719,,
2011,2,17,1075135,1.0040343103,,
2011,2,18,1082315,1.0066782311,,
2011,2,22,1051165,0.9712190998,,
2011,2,23,1045355,0.9944727992,,
2011,2,24,1045175,0.9998278097,,
2011,2,25,1052275,1.0067931208,,
2011,2,28,1054075,1.0017105795,,
2011,3,1,1033995,0.9809501221,,
2011,3,2,1034745,1.000725342,,
2011,3,3,1056475,1.0210003431,,
2011,3,4,1053577,0.9972569157,,
2011,3,7,1050247,0.9968393387,,
2011,3,8,1054369,1.003924791,,
2011,3,9,1060651,1.0059580659,,
2011,3,10,1053919,0.9936529546,,
2011,3,11,1054639,1.0006831645,,
2011,3,14,1052803,0.9982591199,,
2011,3,15,1048645,0.9960505432,,
2011,3,16,1038079,0.9899241402,,
2011,3,17,1040149,1.0019940679,,
2011,3,18,1043155,1.0028899706,,
2011,3,21,1046287,1.0030024301,,
2011,3,22,1046863,1.0005505182,,
2011,3,23,1049545,1.0025619398,,
2011,3,24,1050445,1.0008575144,,
2011,3,25,1054189,1.0035642037,,
2011,3,28,1052767,0.9986510958,,
2011,3,29,1055431,1.0025304745,,
2011,3,30,1056691,1.0011938251,,
2011,3,31,1055755,0.999114216,,
2011,4,1,1057861,1.001994781,,
2011,4,4,1057825,0.9999659691,,
2011,4,5,1057375,0.9995745988,,
2011,4,6,1057465,1.0000851164,,
2011,4,7,1058059,1.0005617207,,
2011,4,8,1057483,0.9994556069,,
2011,4,11,1057303,0.9998297845,,
2011,4,12,1056079,0.9988423375,,
2011,4,13,1057303,1.0011590042,,
2011,4,14,1059085,1.0016854204,,
2011,4,15,1061263,1.0020564922,,
2011,4,18,1060795,0.999559016,,
2011,4,19,1059841,0.9991006745,,
2011,4,20,1058707,0.9989300282,,
2011,4,21,1064899,1.0058486437,,
2011,4,25,1063837,0.9990027223,,
2011,4,26,1065277,1.0013535908,,
2011,4,27,1068571,1.0030921535,,
2011,4,28,1069291,1.0006737971,,
2011,4,29,1068931,0.9996633283,,
2011,5,2,1071685,1.0025764058,,
2011,5,3,1050160,0.9799148071,,
2011,5,4,1050160,1,,
2011,5,5,1050160,1,,
2011,5,6,1050160,1,,
2011,5,9,1050160,1,,
2011,5,10,1050160,1,,
2011,5,11,1050160,1,,
2011,5,12,1050160,1,,
2011,5,13,1050160,1,,
2011,5,16,1050160,1,,
2011,5,17,1050160,1,,
