2011,5,18,1050160,1,,
2011,5,19,1050160,1,,
2011,5,20,1050160,1,,
2011,5,23,1050160,1,,
2011,5,24,1050160,1,,
2011,5,25,1050160,1,,
2011,5,26,1050160,1,,
2011,5,27,1050160,1,,
2011,5,31,1050160,1,,
2011,6,1,1050160,1,,
2011,6,2,1050160,1,,
2011,6,3,1050160,1,,
2011,6,6,1050160,1,,
2011,6,7,1050160,1,,
2011,6,8,1050160,1,,
2011,6,9,1050160,1,,
2011,6,10,1050160,1,,
2011,6,13,1050988,1.0007884513,,
2011,6,14,1057972,1.0066451758,,
2011,6,15,1051168,0.9935688279,,
2011,6,16,1049272,0.9981962921,,
2011,6,17,1043416,0.9944189876,,
2011,6,20,1037512,0.9943416624,,
2011,6,21,1049440,1.0114967345,,
2011,6,22,1046224,0.9969355085,,
2011,6,23,1056520,1.0098411048,,
2011,6,24,1050688,0.9944799909,,
2011,6,27,1057492,1.0064757568,,
2011,6,28,1061344,1.0036425807,,
2011,6,29,1059880,0.9986206169,,
2011,6,30,1061824,1.0018341699,,
2011,7,1,1070896,1.0085437888,,
2011,7,5,1078276,1.0068914255,,
2011,7,6,1081060,1.0025818993,,
2011,7,7,1087552,1.0060052171,,
2011,7,8,1090552,1.0027584888,,
2011,7,11,1083736,0.9937499542,,
2011,7,12,1083436,0.9997231798,,
2011,7,13,1088536,1.0047072462,,
2011,7,14,1088236,0.9997244005,,
2011,7,15,1096780,1.0078512382,,
2011,7,18,1107388,1.0096719488,,
2011,7,19,1111036,1.0032942383,,
2011,7,20,1123048,1.0108115309,,
2011,7,21,1123504,1.0004060379,,
2011,7,22,1130692,1.006397841,,
2011,7,25,1136908,1.0054975183,,
2011,7,26,1142776,1.0051613675,,
2011,7,27,1129840,0.9886801963,,
2011,7,28,1128916,0.9991821851,,
2011,7,29,1127320,0.9985862544,,
2011,8,1,1134808,1.0066423021,,
2011,8,2,1125448,0.9917519087,,
2011,8,3,1129816,1.0038811211,,
2011,8,4,1111660,0.9839301267,,
2011,8,5,1107172,0.9959627944,,
2011,8,8,1082788,0.9779763217,,
2011,8,9,1107640,1.0229518613,,
2011,8,10,1095316,0.9888736413,,
2011,8,11,1107268,1.0109119195,,
2011,8,12,1111204,1.003554695,,
2011,8,15,1118872,1.0069006231,,
2011,8,16,1115368,0.9968682745,,
2011,8,17,1115320,0.9999569649,,
2011,8,18,1098136,0.9845927626,,
2011,8,19,1086160,0.989094247,,
2011,8,22,1086652,1.0004529719,,
2011,8,23,1107148,1.0188616043,,
2011,8,24,1110232,1.0027855354,,
2011,8,25,1107292,0.9973519048,,
2011,8,26,1119076,1.0106421793,,
2011,8,29,1126708,1.0068199121,,
2011,8,30,1126732,1.000021301,,
2011,8,31,1120564,0.9945257612,,
2011,9,1,1116028,0.9959520384,,
2011,9,2,1107688,0.9925270692,,
2011,9,6,1114492,1.0061425239,,
2011,9,7,1119496,1.004489938,,
2011,9,8,1119748,1.0002251013,,
2011,9,9,1111792,0.9928948299,,
2011,9,12,1114732,1.0026443795,,
2011,9,13,1120324,1.0050164524,,
2011,9,14,1125916,1.0049914132,,
2011,9,15,1130284,1.0038795079,,
2011,9,16,1139296,1.0079732174,,
2011,9,19,1152592,1.0116703649,,
2011,9,20,1154764,1.0018844483,,
2011,9,21,1153204,0.9986490746,,
2011,9,22,1140868,0.9893028467,,
2011,9,23,1143832,1.0025980219,,
2011,9,26,1142488,0.9988250023,,
2011,9,27,1137808,0.9959036769,,
2011,9,28,1135120,0.9976375628,,
2011,9,29,1127428,0.9932236239,,
2011,9,30,1116376,0.9901971567,,
2011,10,3,1108348,0.9928088744,,
2011,10,4,1105840,0.9977371728,,
2011,10,5,1112704,1.0062070462,,
2011,10,6,1111660,0.9990617451,,
2011,10,7,1102612,0.9918608208,,
2011,10,10,1125328,1.0206019887,,
2011,10,11,1139044,1.0121884464,,
2011,10,12,1141312,1.0019911435,,
2011,10,13,1148764,1.0065293277,,
2011,10,14,1164988,1.0141230052,,
2011,10,17,1162576,0.9979295924,,
2011,10,18,1165264,1.0023121069,,
2011,10,19,1137052,0.9757891774,,
2011,10,20,1133092,0.9965173097,,
2011,10,21,1130176,0.9974265108,,
2011,10,24,1145596,1.0136438926,,
2011,10,25,1136032,0.9916515072,,
2011,10,26,1139416,1.0029787893,,
2011,10,27,1144300,1.0042864064,,
2011,10,28,1144612,1.0002726558,,
2011,10,31,1144408,0.9998217737,,
2011,11,1,1134520,0.9913597249,,
2011,11,2,1135600,1.0009519444,,
2011,11,3,1142368,1.005959845,,
2011,11,4,1138984,0.9970377321,,
2011,11,7,1138372,0.999462679,,
2011,11,8,1146136,1.0068202661,,
2011,11,9,1133056,0.9885877418,,
2011,11,10,1121032,0.9893879914,,
2011,11,11,1120324,0.9993684391,,
2011,11,14,1113916,0.9942802261,,
2011,11,15,1125352,1.0102664833,,
2011,11,16,1120504,0.9956920146,,
2011,11,17,1111708,0.9921499611,,
2011,11,18,1108756,0.9973446265,,
2011,11,21,1101664,0.9936036423,,
2011,11,22,1110628,1.0081367822,,
2011,11,23,1099252,0.9897571464,,
2011,11,25,1095172,0.9962883852,,
2011,11,28,1110160,1.0136855215,,
2011,11,29,1106668,0.9968545075,,
2011,11,30,1117432,1.0097264943,,
2011,12,1,1124272,1.0061211778,,
2011,12,2,1126384,1.001878549,,
2011,12,5,1130344,1.0035156749,,
2011,12,6,1127884,0.9978236714,,
2011,12,7,1125664,0.9980317125,,
2011,12,8,1127536,1.0016630184,,
2011,12,9,1131076,1.0031395893,,
2011,12,12,1128940,0.9981115327,,
2011,12,13,1125328,0.9968005386,,
2011,12,14,1115020,0.990840004,,
2011,12,15,1113532,0.9986654948,,
2011,12,16,1116016,1.0022307397,,
2011,12,19,1117444,1.0012795515,,
2011,12,20,1133860,1.0146906691,,
