2008,10,3,100106.0
2008,10,6,99943.0
2008,10,7,99725.0
2008,10,8,99624.0
2008,10,9,99458.0
2008,10,10,99745.0
2008,10,13,100725.0
2008,10,14,102416.0
2008,10,15,101406.0
2008,10,16,101973.0
2008,10,17,101956.0
2008,10,20,102113.0
2008,10,21,101925.0
2008,10,22,101574.0
2008,10,23,101184.0
2008,10,24,101020.0
2008,10,27,100877.0
2008,10,28,101363.0
2008,10,29,101624.0
2008,10,30,101815.0
2008,10,31,102070.0
2008,11,3,102173.0
2008,11,4,102256.0
2008,11,5,102200.0
2008,11,6,102139.0
2008,11,7,102442.0
2008,11,10,102094.0
2008,11,11,101428.0
2008,11,12,100879.0
2008,11,13,101666.0
2008,11,14,101207.0
2008,11,17,100872.0
2008,11,18,100847.0
2008,11,19,100030.0
2008,11,20,99095.0
2008,11,21,100175.0
2008,11,24,102308.0
2008,11,25,103069.0
2008,11,26,104072.0
2008,11,28,104340.0
2008,12,1,104125.0
2008,12,2,104756.0
2008,12,3,105170.0
2008,12,4,105215.0
2008,12,5,106429.0
2008,12,8,107047.0
2008,12,9,106897.0
2008,12,10,106926.0
2008,12,11,106804.0
2008,12,12,106912.0
2008,12,15,106865.0
2008,12,16,107361.0
2008,12,17,107387.0
2008,12,18,107123.0
2008,12,19,107185.0
2008,12,22,107092.0
2008,12,23,107075.0
2008,12,24,107121.0
2008,12,26,107078.0
2008,12,29,107058.0
2008,12,30,107165.0
2008,12,31,107224.0
2009,1,2,107240.0
2009,1,5,107207.0
2009,1,6,107277.0
2009,1,7,107277.0
2009,1,8,107277.0
2009,1,9,107277.0
2009,1,12,107064.0
2009,1,13,107065.0
2009,1,14,106572.0
2009,1,15,106219.0
2009,1,16,106387.0
2009,1,20,105577.0
2009,1,21,106113.0
2009,1,22,105786.0
2009,1,23,105926.0
2009,1,26,106059.0
2009,1,27,106111.0
2009,1,28,106396.0
2009,1,29,106097.0
2009,1,30,105760.0
2009,2,2,105669.0
2009,2,3,105735.0
2009,2,4,105615.0
2009,2,5,105789.0
2009,2,6,106025.0
2009,2,9,106118.0
2009,2,10,105770.0
2009,2,11,105961.0
2009,2,12,105977.0
2009,2,13,105835.0
2009,2,17,105400.0
2009,2,18,105446.0
2009,2,19,105084.0
2009,2,20,105193.0
2009,2,23,105053.0
2009,2,24,105703.0
2009,2,25,105685.0
2009,2,26,105939.0
2009,2,27,105637.0
2009,3,2,105446.0
2009,3,3,105235.0
2009,3,4,105627.0
2009,3,5,104704.0
2009,3,6,104559.0
2009,3,9,104284.0
2009,3,10,105707.0
2009,3,11,105915.0
2009,3,12,106486.0
2009,3,13,108269.0
2009,3,16,108341.0
2009,3,17,108399.0
2009,3,18,108572.0
2009,3,19,108487.0
2009,3,20,108297.0
2009,3,23,108729.0
2009,3,24,108620.0
2009,3,25,108674.0
2009,3,26,108795.0
2009,3,27,108802.0
2009,3,30,108533.0
2009,3,31,108874.0
2009,4,1,108995.0
2009,4,2,109251.0
2009,4,3,109619.0
2009,4,6,109535.0
2009,4,7,109527.0
2009,4,8,109834.0
2009,4,9,110329.0
2009,4,13,110420.0
2009,4,14,110156.0
2009,4,15,110457.0
2009,4,16,110508.0
2009,4,17,110498.0
2009,4,20,110400.0
2009,4,21,110482.0
2009,4,22,110482.0
2009,4,23,110491.0
2009,4,24,110595.0
2009,4,27,110433.0
2009,4,28,110465.0
2009,4,29,110636.0
2009,4,30,110722.0
2009,5,1,110735.0
2009,5,4,111223.0
2009,5,5,111230.0
2009,5,6,111347.0
2009,5,7,111226.0
2009,5,8,111264.0
2009,5,11,111126.0
2009,5,12,111070.0
2009,5,13,111035.0
2009,5,14,111131.0
2009,5,15,111107.0
2009,5,18,111229.0
2009,5,19,111264.0
2009,5,20,111235.0
2009,5,21,111218.0
2009,5,22,111200.0
2009,5,26,111303.0
2009,5,27,111169.0
2009,5,28,111182.0
2009,5,29,111400.0
2009,6,1,111657.0
2009,6,2,111623.0
2009,6,3,111532.0
2009,6,4,111608.0
2009,6,5,111610.0
2009,6,8,111614.0
2009,6,9,111607.0
2009,6,10,111586.0
2009,6,11,111596.0
2009,6,12,111591.0
2009,6,15,111571.0
2009,6,16,111550.0
2009,6,17,111559.0
2009,6,18,111579.0
2009,6,19,111545.0
2009,6,22,111440.0
2009,6,23,111485.0
2009,6,24,111538.0
2009,6,25,111575.0
2009,6,26,111560.0
2009,6,29,111587.0
2009,6,30,111587.0
2009,7,1,111574.0
2009,7,2,111474.0
2009,7,6,111417.0
2009,7,7,111306.0
2009,7,8,111165.0
2009,7,9,111238.0
2009,7,10,111191.0
2009,7,13,111225.0
2009,7,14,111246.0
2009,7,15,111246.0
2009,7,16,111246.0
2009,7,17,111246.0
2009,7,20,111246.0
2009,7,21,111246.0
2009,7,22,111282.0
2009,7,23,111476.0
2009,7,24,111573.0
2009,7,27,111592.0
2009,7,28,111618.0
2009,7,29,111593.0
2009,7,30,111638.0
2009,7,31,111617.0
2009,8,3,111635.0
2009,8,4,111663.0
2009,8,5,111740.0
2009,8,6,111772.0
2009,8,7,111821.0
2009,8,10,111821.0
2009,8,11,111821.0
2009,8,12,111824.0
2009,8,13,111826.0
2009,8,14,111818.0
2009,8,17,111781.0
2009,8,18,111793.0
2009,8,19,111792.0
2009,8,20,111801.0
2009,8,21,111854.0
2009,8,24,111854.0
2009,8,25,111854.0
2009,8,26,111854.0
2009,8,27,111854.0
2009,8,28,111854.0
2009,8,31,111854.0
2009,9,1,111854.0
2009,9,2,111854.0
2009,9,3,111872.0
2009,9,4,111890.0
2009,9,8,111930.0
2009,9,9,111925.0
2009,9,10,111970.0
2009,9,11,111964.0
2009,9,14,111968.0
2009,9,15,111985.0
2009,9,16,111985.0
2009,9,17,111985.0
2009,9,18,111995.0
2009,9,21,111984.0
2009,9,22,112024.0
2009,9,23,112044.0
2009,9,24,112010.0
2009,9,25,112010.0
2009,9,28,112010.0
2009,9,29,112010.0
2009,9,30,112032.0
2009,10,1,111994.0
2009,10,2,111967.0
2009,10,5,112034.0
2009,10,6,112056.0
2009,10,7,112040.0
2009,10,8,112089.0
2009,10,9,112085.0
2009,10,12,112074.0
2009,10,13,112090.0
2009,10,14,112084.0
2009,10,15,112070.0
2009,10,16,112054.0
2009,10,19,112032.0
2009,10,20,111995.0
2009,10,21,111960.0
2009,10,22,112045.0
2009,10,23,111962.0
2009,10,26,111938.0
2009,10,27,111930.0
2009,10,28,111923.0
2009,10,29,112009.0
2009,10,30,111905.0
2009,11,2,111921.0
2009,11,3,111921.0
2009,11,4,111920.0
2009,11,5,111971.0
2009,11,6,111955.0
2009,11,9,111955.0
2009,11,10,111955.0
2009,11,11,111955.0
2009,11,12,111955.0
2009,11,13,111955.0
2009,11,16,111955.0
2009,11,17,111955.0
2009,11,18,111956.0
2009,11,19,111946.0
2009,11,20,111952.0
2009,11,23,111948.0
2009,11,24,111924.0
2009,11,25,111956.0
2009,11,27,111904.0
2009,11,30,111952.0
2009,12,1,111990.0
2009,12,2,112010.0
2009,12,3,112083.0
2009,12,4,112066.0
2009,12,7,112066.0
2009,12,8,112066.0
2009,12,9,112048.0
2009,12,10,112069.0
2009,12,11,112074.0
2009,12,14,112066.0
2009,12,15,112114.0
2009,12,16,112114.0
2009,12,17,112114.0
2009,12,18,112114.0
2009,12,21,112114.0
2009,12,22,112114.0
2009,12,23,112114.0
2009,12,24,112114.0
2009,12,28,112114.0
2009,12,29,112114.0
2009,12,30,112114.0
