2008,1,2,100000.0
2008,1,3,100000.0
2008,1,4,99893.0
2008,1,7,99875.0
2008,1,8,99846.0
2008,1,9,99801.0
2008,1,10,99844.0
2008,1,11,99844.0
2008,1,14,99844.0
2008,1,15,99844.0
2008,1,16,99844.0
2008,1,17,99844.0
2008,1,18,99844.0
2008,1,22,99844.0
2008,1,23,99917.0
2008,1,24,99926.0
2008,1,25,99918.0
2008,1,28,99979.0
2008,1,29,99998.0
2008,1,30,99997.0
2008,1,31,99997.0
2008,2,1,99997.0
2008,2,4,99997.0
2008,2,5,99997.0
2008,2,6,99995.0
2008,2,7,99990.0
2008,2,8,99913.0
2008,2,11,99953.0
2008,2,12,100003.0
2008,2,13,100106.0
2008,2,14,100084.0
2008,2,15,100080.0
2008,2,19,100080.0
2008,2,20,100080.0
2008,2,21,100080.0
2008,2,22,100080.0
2008,2,25,100080.0
2008,2,26,100080.0
2008,2,27,100080.0
2008,2,28,100080.0
2008,2,29,100080.0
2008,3,3,100080.0
2008,3,4,100070.0
2008,3,5,100095.0
2008,3,6,100011.0
2008,3,7,100081.0
2008,3,10,99896.0
2008,3,11,99876.0
2008,3,12,99850.0
2008,3,13,99803.0
2008,3,14,99806.0
2008,3,17,99770.0
2008,3,18,99770.0
2008,3,19,99770.0
2008,3,20,99770.0
2008,3,24,99770.0
2008,3,25,99770.0
2008,3,26,99770.0
2008,3,27,99770.0
2008,3,28,99770.0
2008,3,31,99770.0
2008,4,1,99770.0
2008,4,2,99770.0
2008,4,3,99770.0
2008,4,4,99770.0
2008,4,7,99770.0
2008,4,8,99770.0
2008,4,9,99770.0
2008,4,10,99770.0
2008,4,11,99770.0
2008,4,14,99770.0
2008,4,15,99770.0
2008,4,16,99770.0
2008,4,17,99770.0
2008,4,18,99770.0
2008,4,21,99770.0
2008,4,22,99770.0
2008,4,23,99770.0
2008,4,24,99770.0
2008,4,25,99770.0
2008,4,28,99770.0
2008,4,29,99770.0
2008,4,30,99770.0
2008,5,1,99770.0
2008,5,2,99770.0
2008,5,5,99770.0
2008,5,6,99770.0
2008,5,7,99770.0
2008,5,8,99772.0
2008,5,9,99773.0
2008,5,12,99795.0
2008,5,13,99798.0
2008,5,14,99795.0
2008,5,15,99795.0
2008,5,16,99795.0
2008,5,19,99797.0
2008,5,20,99790.0
2008,5,21,99776.0
2008,5,22,99775.0
2008,5,23,99774.0
2008,5,27,99771.0
2008,5,28,99759.0
2008,5,29,99747.0
2008,5,30,99767.0
2008,6,2,99743.0
2008,6,3,99743.0
2008,6,4,99743.0
2008,6,5,99743.0
2008,6,6,99743.0
2008,6,9,99743.0
2008,6,10,99743.0
2008,6,11,99743.0
2008,6,12,99735.0
2008,6,13,99777.0
2008,6,16,99843.0
2008,6,17,99763.0
2008,6,18,99633.0
2008,6,19,99669.0
2008,6,20,99656.0
2008,6,23,99588.0
2008,6,24,99551.0
2008,6,25,99572.0
2008,6,26,99502.0
2008,6,27,99391.0
2008,6,30,99362.0
2008,7,1,99341.0
2008,7,2,99353.0
2008,7,3,99339.0
2008,7,7,99339.0
2008,7,8,99426.0
2008,7,9,99360.0
2008,7,10,99402.0
2008,7,11,99404.0
2008,7,14,99072.0
2008,7,15,99157.0
2008,7,16,99431.0
2008,7,17,99609.0
2008,7,18,99641.0
2008,7,21,99670.0
2008,7,22,99863.0
2008,7,23,99836.0
2008,7,24,99769.0
2008,7,25,99777.0
2008,7,28,99651.0
2008,7,29,99829.0
2008,7,30,99815.0
2008,7,31,99779.0
2008,8,1,99805.0
2008,8,4,99811.0
2008,8,5,99794.0
2008,8,6,99824.0
2008,8,7,99834.0
2008,8,8,99855.0
2008,8,11,99884.0
2008,8,12,99892.0
2008,8,13,99892.0
2008,8,14,99892.0
2008,8,15,99892.0
2008,8,18,99892.0
2008,8,19,99892.0
2008,8,20,99892.0
2008,8,21,99892.0
2008,8,22,99946.0
2008,8,25,99895.0
2008,8,26,99904.0
2008,8,27,99900.0
2008,8,28,99933.0
2008,8,29,99933.0
2008,9,2,99930.0
2008,9,3,99915.0
2008,9,4,99877.0
2008,9,5,99915.0
2008,9,8,99918.0
2008,9,9,99918.0
2008,9,10,99918.0
2008,9,11,99918.0
2008,9,12,99918.0
2008,9,15,99918.0
2008,9,16,99796.0
2008,9,17,99548.0
2008,9,18,99661.0
2008,9,19,99864.0
2008,9,22,99886.0
2008,9,23,99913.0
2008,9,24,99900.0
2008,9,25,99930.0
2008,9,26,99929.0
2008,9,29,99846.0
2008,9,30,100207.0
2008,10,1,100082.0
2008,10,2,100076.0
