2011,1,5,000155.SZ,Buy,100
2011,1,5,000807.SZ,Buy,100
2011,1,5,002168.SZ,Buy,100
2011,1,5,002497.SZ,Buy,100
2011,1,6,600722.SS,Buy,100
2011,1,6,600796.SS,Buy,100
2011,1,6,600828.SS,Buy,100
2011,1,6,000419.SZ,Buy,100
2011,1,6,000850.SZ,Buy,100
2011,1,6,300028.SZ,Buy,100
2011,1,6,300109.SZ,Buy,100
2011,1,6,300115.SZ,Buy,100
2011,1,7,600108.SS,Buy,100
2011,1,7,600290.SS,Buy,100
2011,1,7,601101.SS,Buy,100
2011,1,7,000890.SZ,Buy,100
2011,1,7,002132.SZ,Buy,100
2011,1,7,002168.SZ,Buy,100
2011,1,7,002335.SZ,Buy,100
2011,1,7,002349.SZ,Buy,100
2011,1,7,002457.SZ,Buy,100
2011,1,10,600080.SS,Buy,100
2011,1,10,600191.SS,Buy,100
2011,1,10,600200.SS,Buy,100
2011,1,10,600354.SS,Buy,100
2011,1,10,600416.SS,Buy,100
2011,1,10,600579.SS,Buy,100
2011,1,10,600656.SS,Buy,100
2011,1,10,600676.SS,Buy,100
2011,1,10,600684.SS,Buy,100
2011,1,10,600797.SS,Buy,100
2011,1,10,600860.SS,Buy,100
2011,1,10,600869.SS,Buy,100
2011,1,10,600876.SS,Buy,100
2011,1,10,000158.SZ,Buy,100
2011,1,10,000517.SZ,Buy,100
2011,1,10,000548.SZ,Buy,100
2011,1,10,000807.SZ,Buy,100
2011,1,10,002089.SZ,Buy,100
2011,1,10,002309.SZ,Buy,100
2011,1,10,002370.SZ,Buy,100
2011,1,10,002387.SZ,Buy,100
2011,1,10,300079.SZ,Buy,100
2011,1,10,300088.SZ,Buy,100
2011,1,11,600801.SS,Buy,100
2011,1,11,000602.SZ,Buy,100
2011,1,11,000788.SZ,Buy,100
2011,1,11,002012.SZ,Buy,100
2011,1,11,002154.SZ,Buy,100
2011,1,11,002156.SZ,Buy,100
2011,1,11,300042.SZ,Buy,100
2011,1,11,300048.SZ,Buy,100
2011,1,11,300057.SZ,Buy,100
2011,1,11,300120.SZ,Buy,100
2011,1,12,000155.SZ,Sell,100
2011,1,12,000807.SZ,Sell,100
2011,1,12,002168.SZ,Sell,100
2011,1,12,002497.SZ,Sell,100
2011,1,12,600406.SS,Buy,100
2011,1,12,000931.SZ,Buy,100
2011,1,13,600722.SS,Sell,100
2011,1,13,600796.SS,Sell,100
2011,1,13,600828.SS,Sell,100
2011,1,13,000419.SZ,Sell,100
2011,1,13,000850.SZ,Sell,100
2011,1,13,300028.SZ,Sell,100
2011,1,13,300109.SZ,Sell,100
2011,1,13,300115.SZ,Sell,100
2011,1,13,600191.SS,Buy,100
2011,1,13,600261.SS,Buy,100
2011,1,13,000155.SZ,Buy,100
2011,1,13,000517.SZ,Buy,100
2011,1,13,000548.SZ,Buy,100
2011,1,13,002132.SZ,Buy,100
2011,1,13,300079.SZ,Buy,100
2011,1,14,600108.SS,Sell,100
2011,1,14,600290.SS,Sell,100
2011,1,14,601101.SS,Sell,100
2011,1,14,000890.SZ,Sell,100
2011,1,14,002132.SZ,Sell,100
2011,1,14,002168.SZ,Sell,100
2011,1,14,002335.SZ,Sell,100
2011,1,14,002349.SZ,Sell,100
2011,1,14,002457.SZ,Sell,100
2011,1,14,600152.SS,Buy,100
2011,1,14,600290.SS,Buy,100
2011,1,14,600302.SS,Buy,100
2011,1,14,600463.SS,Buy,100
2011,1,14,600662.SS,Buy,100
2011,1,14,600676.SS,Buy,100
2011,1,14,600710.SS,Buy,100
2011,1,14,600732.SS,Buy,100
2011,1,14,600893.SS,Buy,100
2011,1,14,601101.SS,Buy,100
2011,1,14,000559.SZ,Buy,100
2011,1,14,000602.SZ,Buy,100
2011,1,14,000788.SZ,Buy,100
2011,1,14,000822.SZ,Buy,100
2011,1,14,000885.SZ,Buy,100
2011,1,14,002154.SZ,Buy,100
2011,1,14,002201.SZ,Buy,100
2011,1,14,002203.SZ,Buy,100
2011,1,14,002211.SZ,Buy,100
2011,1,14,002351.SZ,Buy,100
2011,1,14,002370.SZ,Buy,100
2011,1,14,002467.SZ,Buy,100
2011,1,14,002473.SZ,Buy,100
2011,1,14,002509.SZ,Buy,100
2011,1,14,300088.SZ,Buy,100
2011,1,14,300117.SZ,Buy,100
2011,1,17,600080.SS,Sell,100
2011,1,17,600191.SS,Sell,100
2011,1,17,600200.SS,Sell,100
2011,1,17,600354.SS,Sell,100
2011,1,17,600416.SS,Sell,100
2011,1,17,600579.SS,Sell,100
2011,1,17,600656.SS,Sell,100
2011,1,17,600676.SS,Sell,100
2011,1,17,600684.SS,Sell,100
2011,1,17,600797.SS,Sell,100
2011,1,17,600860.SS,Sell,100
2011,1,17,600869.SS,Sell,100
2011,1,17,600876.SS,Sell,100
2011,1,17,000158.SZ,Sell,100
2011,1,17,000517.SZ,Sell,100
2011,1,17,000548.SZ,Sell,100
2011,1,17,000807.SZ,Sell,100
2011,1,17,002089.SZ,Sell,100
2011,1,17,002309.SZ,Sell,100
2011,1,17,002370.SZ,Sell,100
2011,1,17,002387.SZ,Sell,100
